,S62343,S62284,S62566,S62500,S62583,S62421,S62554,S62434,S62338,S62393,S62549,S62355,S62398,S62542,S62524,S62543,S62272,S62254,S62561,S62535,S62488,S62571,S62501,S62511,S62487,S62591,S62260,S62553,S62379,S62333,S62319,S62439,S62321,S62368,S62507,S62555,S62482,S62536,S62477,S62279,S62278,S62326,S62475,S62320,S62573,S62572,S62375,S62392,S62356,S62416,S62512,S62548,S62596,S62506,S62441,S62590,S62523,S62537,S62271,S62345,S62565,S62374,S62415,S62517,S62595,S62440,S62349,S62283,S62380,S62481,S62585,S62547,S62285,S62337,S62259,S62381,S62560,S62584,S62525,S62435,S62351,S62476,S62429,S62277,S62541,S62505,S62422,S62325,S62397,S62399,S62332,S62513,S62261,S62518,S62350,S62273,S62567,S62253,S62373,S62339
S62422,0.36489402,0.224693069,-0.024856603,0.604653875,0.584692328,0.524135247,0.380234503,0.537360815,0.072828394,0.706031693,0.312643225,0.577631047,0.204619656,0.457008801,0.480892518,0.341647266,0.373010124,0.414791438,0.634046029,0.201569372,0.628530995,0.490166659,0.384477902,0.628254601,0.327255752,0.112526295,0.295589178,0.033015149,0.245155625,0.464474963,0.63627117,0.359094715,0.56244704,0.496971555,0.360552307,0.436581941,0.124899277,0.462354862,0.270394579,0.519813409,0.560211089,0.32760121,0.46444171,0.37811164,0.444153266,0.401009406,0.301249623,0.21621644,0.529274403,-0.021020479,0.618574142,0.532847307,0.544002053,0.182940199,0.26735548,0.410950385,0.412707735,0.344655173,0.442138325,0.171120231,0.208291969,0.579039689,0.315960891,0.307817448,0.455171426,0.448027732,0.507241826,0.006011824,0.322999232,0.205684986,0.287493503,0.645790221,0.252493086,0.136986696,0.357156843,0.65357482,0.77012106,0.55296815,0.301452209,0.562640952,0.33132964,0.401097351,0.497305957,0.501848334,0.257855263,0.558029544,1,0.245171762,0.345472464,0.230603925,0.433810163,0.591908644,0.583788615,0.018221181,0.53225986,0.359174361,0.43803594,0.403329285,0.304722612,0.301349024
S62325,0.836798572,0.771831578,0.43680625,0.61997666,0.652376548,0.737261714,0.758824973,0.675032198,0.447755859,0.523501361,0.344838958,0.568481909,0.726712224,0.758025814,0.697793537,0.818832125,0.716251522,0.741464088,0.615356234,0.791722133,0.491815292,0.797781582,0.774957322,0.55226432,0.755109091,0.334564673,0.759219305,0.735735867,0.480789216,0.626832872,0.357461558,0.779240329,0.592201106,0.726332157,0.802339972,0.745576897,0.457386842,0.64305723,0.776864642,0.460880635,0.493231693,0.84180504,0.770533422,0.76490852,0.777221493,0.741127537,0.660644211,0.73770869,0.33000395,0.694921824,0.583826921,0.290492795,0.502637073,0.783751501,0.701658547,0.595875325,0.760535599,0.080212454,0.767665253,0.767074268,0.069514969,0.493083716,0.19407935,0.797135303,0.59125662,0.775373917,0.695613811,0.338276103,0.56393473,0.790977639,0.672989456,0.534535244,0.716242911,0.45479946,0.70285659,0.706342476,0.316845343,0.615617857,0.708268547,0.577381842,0.121707562,0.787297977,0.710862096,0.735492627,0.848352906,0.729396481,0.245171762,1,0.768449172,0.76575711,0.734584496,0.607042661,0.571449286,0.661461565,0.649633604,0.763907806,0.713313662,0.753021728,0.843547272,0.540114614
S62397,0.914959084,0.72215557,0.623074045,0.662879607,0.870418444,0.843119994,0.904417393,0.898858065,0.117870378,0.62011296,0.605554295,0.681743286,0.859526335,0.911625545,0.857497596,0.93714757,0.793740916,0.919406643,0.776814285,0.871456462,0.709296205,0.870150594,0.810435763,0.756365151,0.769991463,0.1441807,0.94994021,0.601842945,0.726093216,0.827346352,0.316009043,0.933870281,0.800711628,0.874297456,0.831351833,0.918465166,0.635978848,0.865194948,0.809295192,0.65670873,0.738682207,0.784581799,0.887020412,0.874924921,0.911036757,0.821537471,0.563324071,0.598767796,0.212965393,0.519453868,0.773206361,0.602391944,0.774658052,0.707819249,0.790033287,0.632953883,0.955641713,0.481153958,0.952235562,0.73046563,0.085789992,0.667731517,0.232445808,0.789426812,0.787569498,0.865559915,0.870586199,0.181524663,0.804443853,0.850440727,0.881841948,0.742918443,0.773842126,0.344016588,0.955197942,0.740146847,0.497492282,0.841318182,0.821045979,0.830989016,-0.010746091,0.885382818,0.894997482,0.875838806,0.861281472,0.847870062,0.345472464,0.768449172,1,0.931992274,0.93588671,0.750117373,0.817513794,0.505107135,0.860182533,0.853373292,0.826019273,0.958382728,0.846024986,0.354417902
S62399,0.905268256,0.630165214,0.738863316,0.594737182,0.759430298,0.78706532,0.831029842,0.789730871,0.134783856,0.449047292,0.688402781,0.561731044,0.950180636,0.803439573,0.725626366,0.892637856,0.74653756,0.886770411,0.69915627,0.856033884,0.512487616,0.81439051,0.711200022,0.574354417,0.731656727,0.193999695,0.901890328,0.710106276,0.593904131,0.765700755,0.307581869,0.906247423,0.625702669,0.838831955,0.761367805,0.83905484,0.781660423,0.762381405,0.820616617,0.543103678,0.550460607,0.751846519,0.794070765,0.797185118,0.807162491,0.83580089,0.47271711,0.56731982,0.221699388,0.64807615,0.612290849,0.473715918,0.631913773,0.676976967,0.708791198,0.487213688,0.874232514,0.349468938,0.880584066,0.778374357,0.28035521,0.520752979,0.17408223,0.78662421,0.662671892,0.867565294,0.775634027,0.235636185,0.743723214,0.833692066,0.909913731,0.692818235,0.700592732,0.264314108,0.886566031,0.658019245,0.364189927,0.712365662,0.819700094,0.701985392,-0.026464413,0.833464224,0.847764927,0.776657921,0.927044491,0.727841958,0.230603925,0.76575711,0.931992274,1,0.83009407,0.605015593,0.737896563,0.470075615,0.734683915,0.852063392,0.744980895,0.893683511,0.84546548,0.288521632
S62332,0.851020508,0.703470338,0.484631432,0.762997272,0.905593172,0.853372379,0.912046281,0.946160622,0.096268553,0.698649128,0.534009334,0.713990304,0.74506407,0.932357199,0.892163595,0.912065272,0.813109172,0.867113369,0.828083979,0.804362721,0.803465163,0.841825485,0.831158423,0.865327603,0.756981518,0.095765816,0.929600696,0.477638931,0.73024447,0.88368273,0.369408125,0.915232379,0.907372259,0.880514461,0.853460739,0.925046804,0.466095957,0.899048012,0.748211464,0.795831789,0.85276093,0.771148695,0.925315012,0.871849549,0.916223507,0.779320655,0.611322013,0.588500414,0.229945222,0.4345585,0.880643727,0.678621451,0.882645296,0.69445418,0.816267141,0.73225014,0.967990933,0.488675042,0.953081583,0.68190294,-0.026685742,0.756579801,0.243478532,0.770852325,0.881384651,0.842007363,0.913563871,0.085856483,0.804420209,0.788719196,0.810296516,0.747121552,0.767351596,0.355969988,0.947137277,0.784667654,0.640963136,0.908928237,0.783638413,0.902518017,-0.041853948,0.890773198,0.903348464,0.934233389,0.795917659,0.901435367,0.433810163,0.734584496,0.93588671,0.83009407,1,0.853756469,0.840564806,0.486191502,0.916025967,0.814396148,0.818431206,0.946495907,0.825033476,0.371433088
S62513,0.728971546,0.596333632,0.245096001,0.857571576,0.931699243,0.753719925,0.739061315,0.916868218,0.08724796,0.833087453,0.401900288,0.739543083,0.53563344,0.8612219,0.843068375,0.724857002,0.694950647,0.713463157,0.859988337,0.594679655,0.919335924,0.787897508,0.818742891,0.963600126,0.753354521,0.037216231,0.767243193,0.270540859,0.654428931,0.83270937,0.581126,0.689879398,0.895560151,0.801694507,0.832170213,0.807462318,0.288251245,0.773941651,0.657404395,0.81203898,0.901718521,0.717559914,0.907255965,0.787810935,0.825237279,0.689125278,0.650517237,0.475457751,0.306360147,0.269233321,0.970644249,0.756670981,0.888812004,0.606041113,0.669910705,0.718224941,0.805980428,0.557271788,0.835175935,0.522531855,-0.02668231,0.772880495,0.325645818,0.588920524,0.845894466,0.683274726,0.90415754,0.070913127,0.705887412,0.614819544,0.652440731,0.742790576,0.676724114,0.426491773,0.753613097,0.786918833,0.79192414,0.846683803,0.657294187,0.830972929,0.080064003,0.828421293,0.844383037,0.900824396,0.651322235,0.921917639,0.591908644,0.607042661,0.750117373,0.605015593,0.853756469,1,0.877220865,0.450452581,0.852283036,0.742671741,0.807769524,0.78442638,0.704414179,0.457149102
S62261,0.778971543,0.597322389,0.389354608,0.749730503,0.932801123,0.840973671,0.713186801,0.932755521,0.041445256,0.770439958,0.573382068,0.742803349,0.702251689,0.849694877,0.855989581,0.72164875,0.637410318,0.856156299,0.913171263,0.69659912,0.83897131,0.791841748,0.754959106,0.869195571,0.744570311,0.07877811,0.824734454,0.344716477,0.696088695,0.80303216,0.627186253,0.761004332,0.857826388,0.779230528,0.791925535,0.789644805,0.519157821,0.789708334,0.703853342,0.73060323,0.799821764,0.715655917,0.881687256,0.816639869,0.822094735,0.772028251,0.54774275,0.444260848,0.410409484,0.302471768,0.888867956,0.763726117,0.818085071,0.585896987,0.677577644,0.658136325,0.837828972,0.634477213,0.864567793,0.5211176,0.099154669,0.663212105,0.270740554,0.615455079,0.782187706,0.771879905,0.933554058,0.210601844,0.758780239,0.635066162,0.754902794,0.810405828,0.684543979,0.374330983,0.812340995,0.74752903,0.777437437,0.784215309,0.745073256,0.809408576,0.149194291,0.809544631,0.864470388,0.841878734,0.71491733,0.885216498,0.583788615,0.571449286,0.817513794,0.737896563,0.840564806,0.877220865,1,0.420165142,0.834818993,0.80049467,0.810748211,0.844953762,0.690715661,0.385106126
S62518,0.516600065,0.705608178,0.106135846,0.412733732,0.49859127,0.428730141,0.378420401,0.434860663,0.578614701,0.3411535,-0.099958826,0.237815744,0.454349999,0.568426999,0.538990744,0.43408405,0.371168375,0.527528444,0.388894613,0.640652909,0.416610162,0.476061793,0.704239742,0.423318803,0.748014172,0.310914206,0.553103897,0.65573222,0.56228,0.364392043,0.274642051,0.429799392,0.454663007,0.346408667,0.712095315,0.3553078,0.281001049,0.371372953,0.69493175,0.270151312,0.343584649,0.768006986,0.61240921,0.665453027,0.61539996,0.544545976,0.575721394,0.598093053,0.228830666,0.537944921,0.421184064,0.021289501,0.296619794,0.764728485,0.621565776,0.596056655,0.472318068,0.088905581,0.489627881,0.622469492,-0.199972582,0.196209886,-0.013633624,0.591922906,0.379435176,0.367046409,0.544188268,0.626667428,0.421826592,0.643420265,0.366494728,0.147615769,0.723728802,0.747294936,0.39501783,0.422134827,0.087995583,0.269517068,0.619137845,0.241120975,0.151819483,0.580743581,0.445200715,0.501419244,0.611666905,0.591025213,0.018221181,0.661461565,0.505107135,0.470075615,0.486191502,0.450452581,0.420165142,1,0.313080056,0.594859783,0.502148086,0.444875106,0.587477731,0.804198159
S62350,0.806912078,0.578511934,0.389552553,0.76454259,0.885724318,0.834647743,0.889112127,0.941510923,0.010412768,0.775256147,0.57134777,0.750279528,0.63651307,0.867451708,0.85207184,0.890542518,0.730648151,0.798353614,0.814313266,0.640975461,0.823053355,0.844375597,0.699519564,0.872655678,0.617956859,-0.07424481,0.814219388,0.293848268,0.627603725,0.857817293,0.376098897,0.853047076,0.888168948,0.87209822,0.740995854,0.920763721,0.327787285,0.890227593,0.588046218,0.815937165,0.875037282,0.618030464,0.836463019,0.734815774,0.831943027,0.730537031,0.559672301,0.409176471,0.251627487,0.317809113,0.888616295,0.771608834,0.898720659,0.522247589,0.660654184,0.647614729,0.905674744,0.452643798,0.877439209,0.552130789,-0.048243806,0.823002711,0.34385951,0.692842533,0.890965304,0.798127379,0.885603709,-0.041098193,0.681661018,0.620463715,0.71366917,0.802250048,0.612339584,0.200072074,0.882770095,0.78865705,0.739301032,0.948260004,0.630457912,0.951067652,-0.048515157,0.794949431,0.88825453,0.901828867,0.678219156,0.863705463,0.53225986,0.649633604,0.860182533,0.734683915,0.916025967,0.852283036,0.834818993,0.313080056,1,0.688173089,0.802399876,0.898733235,0.75432342,0.252480324
S62273,0.87510895,0.683431061,0.618366474,0.715187234,0.815367144,0.777603391,0.784703496,0.800061893,0.257069715,0.58637017,0.557463117,0.670355661,0.869291546,0.815917559,0.770422405,0.794351978,0.83540177,0.835223704,0.759725252,0.843134508,0.624606406,0.83188945,0.880889391,0.682276672,0.87694866,0.339644385,0.865100933,0.721222815,0.599755495,0.781972449,0.565402446,0.794667617,0.67487755,0.829252459,0.888333903,0.809768336,0.697524987,0.711149528,0.934931443,0.555801388,0.580387208,0.843869941,0.884938904,0.855613401,0.852103981,0.846572682,0.661210395,0.660073964,0.387872171,0.622995859,0.704111804,0.491282298,0.6199908,0.839944512,0.684695886,0.592555154,0.834148091,0.398144593,0.899594733,0.804737855,0.291325315,0.535413811,0.341255236,0.727314759,0.626975212,0.816820973,0.826408229,0.346770476,0.829464055,0.905939281,0.878508889,0.726437839,0.766751354,0.510464283,0.800882847,0.744796057,0.447165456,0.682349378,0.83660437,0.654323555,0.135933349,0.918873559,0.852404237,0.787794949,0.911239589,0.824185852,0.359174361,0.763907806,0.853373292,0.852063392,0.814396148,0.742671741,0.80049467,0.594859783,0.688173089,1,0.837556173,0.818371025,0.875256915,0.535748599
S62567,0.870847194,0.712816674,0.416939129,0.707355952,0.824146161,0.827445567,0.831120786,0.851447026,0.23849489,0.727384086,0.458444816,0.747248354,0.687373743,0.83360221,0.796826731,0.82632138,0.76380415,0.807351477,0.762649925,0.753090451,0.729052621,0.895520722,0.830940931,0.768183533,0.797044999,0.156176768,0.799319902,0.480209858,0.635665589,0.723346322,0.454352751,0.78995135,0.745778758,0.826778457,0.823549519,0.857436793,0.466708424,0.743233787,0.774430764,0.55713957,0.661243438,0.75749025,0.843818727,0.81450604,0.851432686,0.772509589,0.702767255,0.576213355,0.359834365,0.462732307,0.789780411,0.58852078,0.665099855,0.689711789,0.587334083,0.641113068,0.831899701,0.369337117,0.846522743,0.653844076,0.053217183,0.663065628,0.493400807,0.676887615,0.672498319,0.786771907,0.839500465,0.206529277,0.719676749,0.792713542,0.718907484,0.742974864,0.711624874,0.452648318,0.778463451,0.718682279,0.571784907,0.765170574,0.696698687,0.770810265,0.102894493,0.852185565,0.868569913,0.785337479,0.757742136,0.848929929,0.43803594,0.713313662,0.826019273,0.744980895,0.818431206,0.807769524,0.810748211,0.502148086,0.802399876,0.837556173,1,0.81602608,0.783166389,0.44344955
S62253,0.899289677,0.69109322,0.582813514,0.682364915,0.867531201,0.867558916,0.911606832,0.935712953,0.043355327,0.656673693,0.647531829,0.732076877,0.809948829,0.900474838,0.875402753,0.92266116,0.781244654,0.923956847,0.833684603,0.854921834,0.715641309,0.841107141,0.77154045,0.785275464,0.708676638,0.070466614,0.953832238,0.531941485,0.731708402,0.863564257,0.340803922,0.944395887,0.841094644,0.880793401,0.799136502,0.938866084,0.585359271,0.916309641,0.733126105,0.710277636,0.782720488,0.754824656,0.888685582,0.855573972,0.870712408,0.791514446,0.512735693,0.556281821,0.213915183,0.447556096,0.808194579,0.689697011,0.814254017,0.63324825,0.791903816,0.649740515,0.973894442,0.490934985,0.941413718,0.657347541,0.043427534,0.67192807,0.241018562,0.791724651,0.851735571,0.89556748,0.891041205,0.127183949,0.785646883,0.794597761,0.84494859,0.776573517,0.733739439,0.298432979,0.972594085,0.721082807,0.58338623,0.866561992,0.814264097,0.888092685,-0.048386136,0.868632092,0.886446799,0.887061255,0.822847792,0.837618955,0.403329285,0.753021728,0.958382728,0.893683511,0.946495907,0.78442638,0.844953762,0.444875106,0.898733235,0.818371025,0.81602608,1,0.803396178,0.305633455
S62373,0.88489385,0.640933924,0.589127774,0.739086013,0.787130491,0.758807635,0.832488303,0.774069079,0.311399109,0.554571315,0.517404322,0.63344086,0.838933839,0.817474028,0.739532642,0.881599231,0.855887799,0.765909179,0.681961017,0.764750375,0.584956262,0.846575962,0.815200319,0.662638289,0.79430813,0.247389544,0.831434851,0.733314397,0.501332464,0.803513667,0.444676681,0.80372502,0.661251924,0.8807813,0.862591953,0.831311169,0.563619895,0.732184872,0.872719931,0.629479504,0.598810197,0.793953463,0.842673261,0.771226462,0.847700175,0.840249568,0.693869763,0.622353677,0.340967007,0.6982105,0.688996747,0.465585939,0.655949147,0.817377464,0.667221907,0.587046211,0.837034051,0.241705267,0.878733561,0.875068005,0.225791461,0.597558735,0.293735412,0.761511688,0.698925734,0.788678535,0.788906121,0.224030333,0.757617752,0.852560114,0.852323332,0.687648255,0.694133192,0.400603835,0.795764265,0.77677637,0.398284185,0.764379998,0.749305553,0.684070705,0.036773157,0.890110531,0.845414086,0.834002039,0.918546398,0.811300988,0.304722612,0.843547272,0.846024986,0.84546548,0.825033476,0.704414179,0.690715661,0.587477731,0.75432342,0.875256915,0.783166389,0.803396178,1,0.494841898
S62339,0.40136434,0.596962982,-0.067460047,0.461566531,0.47024398,0.36936446,0.284635744,0.354575336,0.674780941,0.459935912,-0.160377798,0.276958374,0.299363455,0.484242016,0.468358738,0.3033383,0.329841814,0.378507928,0.375678066,0.474320072,0.454078325,0.438209907,0.636668934,0.426158881,0.699063846,0.408539361,0.387379362,0.578792026,0.421192991,0.320769841,0.472379729,0.281127006,0.425122884,0.308878331,0.632963689,0.272961217,0.135244128,0.310376049,0.603808347,0.246855218,0.302092598,0.66996333,0.528615158,0.543828838,0.547099041,0.472429217,0.623532317,0.511410871,0.438265893,0.369665931,0.417297694,0.033821761,0.242964911,0.676938774,0.497421751,0.579181288,0.354418031,0.131749955,0.403724127,0.510342833,-0.154063059,0.200184427,0.09211447,0.490946433,0.298311928,0.255988483,0.462287398,0.634333566,0.32679888,0.533278814,0.248940574,0.199261588,0.612236538,0.842226802,0.259849874,0.497191734,0.210548279,0.22357558,0.498912535,0.185829713,0.479341761,0.495743853,0.381442363,0.421567206,0.468225064,0.57121755,0.301349024,0.540114614,0.354417902,0.288521632,0.371433088,0.457149102,0.385106126,0.804198159,0.252480324,0.535748599,0.44344955,0.305633455,0.494841898,1
